,0
0,0.8921288
1,0.55455434
2,0.97199154
3,0.53014076
4,0.84894687
5,0.6435885
6,0.8954141
7,0.80865276
8,0.92328495
9,0.69676363
10,0.5874315
11,0.5081217
12,0.876531
13,0.7176113
14,0.93755174
15,0.66944385
16,0.8561016
17,0.56969136
18,0.84313273
19,0.67373186
20,0.8215803
21,0.84245956
22,0.5788303
23,0.91367304
24,0.8649646
25,0.8912474
26,0.76082826
27,0.76506096
28,0.69821894
29,0.6347403
30,0.60002565
31,0.55192924
32,0.5321562
33,0.64191073
34,0.93120134
35,0.62897563
36,0.5676395
37,0.90078455
38,0.5407769
39,0.858945
40,0.64979696
41,0.98390543
42,0.66523474
43,0.904384
44,0.5258067
45,0.56570774
46,0.9192567
47,0.89293206
48,0.9308283
49,0.55206144
50,0.8953681
51,0.5647863
52,0.62235546
53,0.71733564
54,0.5408296
55,0.74561304
56,0.6683197
57,0.5555564
58,0.8393396
59,0.5278003
60,0.64427495
61,0.6524606
62,0.71256775
63,0.6360441
64,0.7273352
65,0.9637811
66,0.8137591
67,0.5283081
68,0.58413535
69,0.55506027
70,0.99109936
71,0.5196695
72,0.84405696
73,0.78864115
74,0.60637945
75,0.8170214
76,0.92864823
77,0.5467097
78,0.9684597
79,0.9198099
80,0.5161563
81,0.7192609
82,0.94676685
83,0.6851525
84,0.6860436
85,0.6542636
86,0.74093235
87,0.76563656
88,0.9459393
89,0.9348214
90,0.6614207
91,0.7201816
92,0.8441669
93,0.5254392
94,0.94017243
95,0.66955394
96,0.5969867
97,0.8176067
98,0.73003644
99,0.6119127
100,0.57586217
101,0.7905668
102,0.53682715
103,0.8328962
104,0.75171745
105,0.75924015
106,0.9684595
107,0.7086781
108,0.6900033
109,0.55465764
110,0.6099963
111,0.8527614
112,0.67965883
113,0.71604943
114,0.867005
115,0.9427788
116,0.9509442
117,0.63049173
118,0.69760793
119,0.71924496
120,0.9172839
121,0.6209744
122,0.7166756
123,0.8465033
124,0.94687825
125,0.52620107
126,0.57596827
127,0.89110565
128,0.60613924
129,0.7846892
130,0.6400584
131,0.9663434
132,0.799752
133,0.6944533
134,0.6276793
135,0.9151242
136,0.54790473
137,0.8155564
138,0.57741934
139,0.79163426
140,0.6930084
141,0.88496923
142,0.5425092
143,0.62063825
144,0.5207697
145,0.9155996
146,0.99261975
147,0.70500576
148,0.9605808
149,0.733756
150,0.9096359
151,0.59607756
152,0.9879385
153,0.7663345
154,0.6430577
155,0.75770104
156,0.8188752
157,0.97898227
158,0.9228821
159,0.57741547
160,0.6346327
161,0.8098242
162,0.6664951
163,0.71379334
164,0.89311665
165,0.57965267
166,0.8708918
167,0.6775379
168,0.69585115
169,0.64384115
170,0.52483255
171,0.96308494
172,0.7482414
173,0.56813985
174,0.68065834
175,0.9442147
176,0.6981144
177,0.6542251
178,0.5796954
179,0.81221884
180,0.5202129
181,0.71649826
182,0.9754827
183,0.79119045
184,0.9194039
185,0.8957539
186,0.6395527
187,0.84081066
188,0.8701283
189,0.5531004
190,0.5945418
191,0.87742126
192,0.6407024
193,0.784485
194,0.7363739
195,0.52145857
196,0.561055
197,0.55971783
198,0.6453841
199,0.9323616
200,0.6860878
201,0.65958
202,0.62718433
203,0.9863334
204,0.87860453
205,0.56365633
206,0.8500295
207,0.69505125
208,0.6845903
209,0.6362579
210,0.6974113
211,0.8556322
212,0.5766144
213,0.52415615
214,0.91404843
215,0.7683365
216,0.66930944
217,0.70109504
218,0.581374
219,0.9942597
220,0.7505822
221,0.8775177
222,0.75733805
223,0.56476676
224,0.8395882
225,0.8638852
226,0.6843838
227,0.7883818
228,0.8516339
229,0.88418114
230,0.9030884
231,0.9297366
232,0.62830186
233,0.7642442
234,0.6912573
235,0.9790077
236,0.6979453
237,0.6153522
238,0.83181727
239,0.82490885
240,0.7755697
241,0.5558905
242,0.54835254
243,0.8765826
244,0.8357121
245,0.65052354
246,0.7161861
247,0.9553145
248,0.69291866
249,0.64391816
250,0.58972734
251,0.8912798
252,0.5488179
253,0.52604055
254,0.5933254
255,0.67222
256,0.75495005
257,0.78371644
258,0.9868291
259,0.5056914
260,0.97898114
261,0.9179186
262,0.7061421
263,0.55690664
264,0.6857752
265,0.65606576
266,0.64685196
267,0.7192443
268,0.6256678
269,0.6271137
270,0.9306621
271,0.5286188
272,0.58683753
273,0.71458435
274,0.8670447
275,0.5010101
